attributes.Ambience.divey,attributes.Dietary Restrictions.vegan,attributes.Happy Hour,hours.Thursday.open,attributes.Order at Counter,attributes.Hair Types Specialized In.africanamerican,attributes.Hair Types Specialized In.kids,attributes.BYOB,hours.Friday.open,attributes.Good For.latenight,attributes.Outdoor Seating,attributes.Alcohol,attributes.Ambience.classy,attributes.By Appointment Only,attributes.Parking.lot,business_id,attributes.Ambience.touristy,attributes.Corkage,hours.Tuesday.open,attributes.Good For.brunch,categories,attributes.Waiter Service,hours.Monday.open,name,attributes.Parking.street,attributes.Ambience.hipster,attributes.BYOB/Corkage,attributes.Hair Types Specialized In.straightperms,attributes.Music.live,attributes.Dietary Restrictions.dairy-free,attributes.Music.background_music,attributes.Price Range,attributes.Good For.breakfast,attributes.Parking.garage,attributes.Music.karaoke,attributes.Good For Dancing,review_count,attributes.Hair Types Specialized In.asian,state,attributes.Accepts Credit Cards,hours.Friday.close,attributes.Good For.lunch,attributes.Parking.valet,attributes.Take-out,full_address,hours.Thursday.close,attributes.Hair Types Specialized In.coloring,attributes.Good For.dessert,attributes.Music.video,attributes.Dietary Restrictions.halal,attributes.Takes Reservations,hours.Saturday.open,attributes.Ages Allowed,attributes.Ambience.trendy,attributes.Delivery,hours.Wednesday.close,attributes.Wi-Fi,open,city,attributes.Wheelchair Accessible,attributes.Dietary Restrictions.gluten-free,stars,attributes.Dietary Restrictions.kosher,type,attributes.Caters,attributes.Ambience.intimate,latitude,attributes.Good For.dinner,attributes.Coat Check,longitude,hours.Monday.close,attributes.Hair Types Specialized In.extensions,hours.Tuesday.close,hours.Saturday.close,attributes.Good for Kids,attributes.Parking.validated,hours.Sunday.open,attributes.Accepts Insurance,attributes.Music.dj,attributes.Dietary Restrictions.soy-free,attributes.Has TV,hours.Sunday.close,attributes.Ambience.casual,attributes.Hair Types Specialized In.perms,attributes.Dogs Allowed,attributes.Drive-Thru,attributes.Dietary Restrictions.vegetarian,hours.Wednesday.open,attributes.Noise Level,attributes.Smoking,attributes.Attire,attributes.Hair Types Specialized In.curly,attributes.Good For Groups,neighborhoods,attributes.Open 24 Hours,attributes.Ambience.romantic,attributes.Music.jukebox,attributes.Ambience.upscale
False,,,11:00,,,,,11:00,False,False,full_bar,False,,True,Sodko0hlMg7F5doNJGKcWQ,False,,11:00,False,"['Steakhouses', 'Seafood', 'American (Traditional)', 'Restaurants']",True,11:00,Claim Jumper,False,False,,,,,,2,False,False,,,115,,AZ,True,22:30,True,False,True,"3063 W Agua Fria Fwy
Phoenix, AZ 85027",21:30,,False,,,True,11:00,,False,False,21:30,free,True,Phoenix,True,,3.0,,business,True,False,33.667839,False,,-112.125528,21:30,,21:30,22:30,True,False,11:00,,,,True,21:30,True,,,,,11:00,average,,casual,,True,[],,False,,False
False,,,,,,,,,False,False,none,False,,False,wJGJt3NPaHvE-GMIeN-H5Q,False,,,False,"['Fast Food', 'Restaurants']",False,,Jack In the Box,False,False,,,,,,1,True,False,,,11,,AZ,True,,False,False,True,"2141 W Deer Valley Rd
Phoenix, AZ 85027",,,False,,,False,,,False,False,,no,True,Phoenix,,,3.0,,business,False,False,33.6833362,False,,-112.1062985,,,,,True,False,,,,,False,,False,,,True,,,average,,casual,,True,[],,False,,False
,,,,,,,,,False,False,none,,,True,6S3zqOG3NyYTc8r6LwvM7g,,,,False,"['Mexican', 'Restaurants']",False,,Burrito Bandito,False,,,,,,,1,False,False,,,25,,AZ,True,,True,False,True,"18631 N 19th Ave
Ste 100
Phoenix, AZ 85027",,,False,,,False,,,,True,,no,False,Phoenix,True,,3.0,,business,,,33.65596,False,,-112.098494,,,,,True,False,,,,,False,,,,,,,,average,,casual,,True,[],,,,
False,,,06:00,,,,,06:00,False,False,none,False,,True,jqbrMBRsByyVBm8OoQ9dWA,False,,06:00,True,"['Breakfast & Brunch', 'Restaurants']",True,06:00,Cracker Barrel Old Country Store,False,False,,,,,,1,False,False,,,76,,AZ,True,23:00,False,False,True,"21611 N 26th Ave
Phoenix, AZ 85027",22:00,,False,,,False,06:00,,False,False,22:00,no,True,Phoenix,True,,3.5,,business,False,False,33.6816724,False,,-112.1140457,22:00,,22:00,23:00,True,False,06:00,,,,False,22:00,True,,,,,06:00,average,,casual,,True,[],,False,,False
False,,,11:00,,,,,11:00,False,False,full_bar,False,,True,IwhkOh4fPsiU7TThIsz6Og,False,,11:00,False,"['Japanese', 'Chinese', 'Restaurants']",True,11:00,Bamboo Grille,False,False,,,,,,2,False,False,,,38,,AZ,True,23:00,True,False,True,"3049 W Agua Fria Fwy
Ste B-3
Phoenix, AZ 85027",21:00,,False,,,True,12:00,,False,True,21:00,no,False,Phoenix,True,,3.0,,business,True,False,33.6664543152,False,,-112.124526978,21:00,,21:00,23:00,True,False,12:00,,,,True,21:00,False,,False,,,11:00,average,,casual,,True,[],,False,,False
False,,,00:00,,,,,00:00,False,False,none,False,,True,i98vDwJCbC4RHvDo0_XQuw,False,,00:00,True,"['Breakfast & Brunch', 'American (Traditional)', 'Restaurants']",True,00:00,Denny's,False,False,,,,,,1,False,False,,,23,,AZ,True,00:00,False,False,True,"2525 W Deer Valley Rd
Phoenix, AZ 85027",00:00,,False,,,False,00:00,,False,False,00:00,free,True,Phoenix,,,2.5,,business,False,False,33.6833097779,False,,-112.115031002,00:00,,00:00,00:00,True,False,00:00,,,,False,00:00,True,,,,,00:00,very_loud,,casual,,True,[],,False,,False
False,,,07:00,,,,,07:00,False,False,none,False,,False,flMu0Tz5RsaMzr6K8kg1EA,False,,07:00,False,"['Mexican', 'Restaurants']",False,07:00,Rolibertos Mexican Food,False,False,,,,,,1,True,False,,,21,,AZ,True,23:00,False,False,True,"3414 W Union Hills Dr
#2
Phoenix, AZ 85027",23:00,,False,,,False,07:00,,False,False,23:00,no,True,Phoenix,,,4.0,,business,False,False,33.6552463,False,,-112.1326498,23:00,,23:00,23:00,True,False,08:00,,,,False,23:00,False,,,,,07:00,average,,casual,,True,[],,False,,False
False,,,10:00,,,,,10:00,False,False,none,False,,False,O8VZStQqbwvHb8aayyTIWg,False,,10:00,False,"['Burgers', 'Fast Food', 'Restaurants']",False,10:00,Wendy's,False,False,,,,,,1,False,False,,,13,,AZ,True,23:00,False,False,True,"20242 N 27th Ave
Phoenix, AZ 85027",23:00,,False,,,False,10:00,,False,False,23:00,free,True,Phoenix,,,2.0,,business,False,False,33.6714433,False,,-112.1178914,23:00,,23:00,23:00,True,False,10:00,,,,False,23:00,False,,,True,,10:00,average,,casual,,True,[],,False,,False
False,,,,,,,,,False,True,none,False,,False,wEsor9I2DcyYoR3brlqIMw,False,,,False,"['Chinese', 'Restaurants']",True,,Panda Express,False,False,,,,,,1,False,False,,,12,,AZ,True,,True,False,True,"3013 W Agua Fria Fwy
Ste 4
Phoenix, AZ 85027",,,False,,,False,,,False,False,,free,True,Phoenix,,,2.5,,business,False,False,33.6666993,False,,-112.1236355,,,,,True,False,,,,,False,,False,,,,,,average,,casual,,True,[],,False,,False
False,,,,,,,,,False,False,none,False,,False,y6-RZAlmtssiqo0OM7lCUw,False,,,False,"['Burgers', 'Fast Food', 'Restaurants']",False,,Wendy's,False,False,,,,,,1,False,False,,,12,,AZ,True,,False,False,True,"2226 W Deer Valley Rd
Phoenix, AZ 85027",,,False,,,False,,,False,False,,no,True,Phoenix,,,3.5,,business,False,False,33.684219,False,,-112.1083509,,,,,True,False,,,,,False,,True,,,True,,,quiet,,casual,,True,[],,False,,False
False,,,,,,,,,False,True,none,False,,False,H3IBlFr4WTmMupkUcX7cDA,False,,,False,"['Fast Food', 'Restaurants']",False,,Sonic Drive-In,False,False,,,,,,1,True,False,,,11,,AZ,True,,False,False,True,"1919 W Deer Valley Rd
Phoenix, AZ 85027",,,False,,,False,,,False,False,,no,True,Phoenix,False,,3.5,,business,False,False,33.683286,False,,-112.101067,,,,,True,False,,,,,False,,True,,,True,,,average,,casual,,True,[],,False,,False
False,,,,,,,,,False,False,none,False,,False,8bb8t2Y8y5vlMQ3dYi3Uvg,False,,,False,"['Fast Food', 'Restaurants']",False,,Jack-In-the Box Drive Thru,False,False,,,,,,1,False,False,,,5,,AZ,True,,False,False,True,"19818 N 27th Ave
Phoenix, AZ 85027",,,False,,,False,,,False,False,,no,True,Phoenix,,,3.0,,business,False,False,33.6659056,False,,-112.1177695,,,,,True,False,,,,,False,,False,,,True,,,average,,casual,,True,[],,False,,False
False,,,11:00,,,,,11:00,False,False,none,False,,True,I3KRHQvoLB6O_MZ2-UpynQ,False,,11:00,False,"['Seafood', 'Chinese', 'Restaurants']",False,11:00,Pink Lotus Express,False,False,,,,,,1,False,False,,,16,,AZ,True,21:00,True,False,True,"18635 N 35th Ave
Phoenix, AZ 85027",21:00,,False,,,False,15:00,,False,True,21:00,no,False,Phoenix,True,,3.0,,business,,False,33.6559721,True,,-112.13388,21:00,,21:00,21:00,True,False,,,,,True,,False,,,,,11:00,average,,casual,,False,[],,False,,False
True,,True,10:00,,,,,10:00,False,False,full_bar,False,,True,GVUtuBmDdvXxXtjrvHHJnQ,False,,10:00,False,"['Bars', 'American (Traditional)', 'Dive Bars', 'Nightlife', 'Sports Bars', 'Restaurants']",True,10:00,The Flight Line Bar and Grill,False,False,,,False,,True,1,False,False,True,False,12,,AZ,True,02:00,True,False,True,"22034 N 19th Ave
Phoenix, AZ 85027",02:00,,False,True,,False,10:00,,False,False,02:00,,False,Phoenix,True,,3.5,,business,False,False,33.6867919,False,False,-112.1002561,02:00,,02:00,02:00,False,False,10:00,,False,,True,02:00,False,,,,,10:00,average,outdoor,casual,,True,[],,False,True,False
False,,,,,,,,,False,False,none,False,,True,iYr8t8RVPCiWABBO4I6HgA,False,,,False,"['Mexican', 'Restaurants']",False,,Del Taco,False,False,,,,,,1,False,False,,,18,,AZ,True,,True,False,True,"1802 W Union Hills Dr
Phoenix, AZ 85027",,,False,,,False,,,False,False,,free,True,Phoenix,True,,2.5,,business,False,False,33.6547141,False,,-112.0976715,,,,,True,False,,,,,False,,False,,,,,,average,,casual,,True,[],,False,,False
False,,,06:00,,,,,06:00,False,True,none,False,,True,NWtC07BxIqQp76kugbvynA,False,,06:00,False,"['American (New)', 'Restaurants']",True,06:00,5 & Diner Deer Valley,False,False,,,,,,1,True,False,,,13,,AZ,True,22:00,False,False,True,"20216 N 27th Ave
Phoenix, AZ 85027",22:00,,False,,,False,06:00,,False,False,22:00,free,False,Phoenix,True,,3.5,,business,False,False,33.6707553,False,,-112.1178555,22:00,,22:00,22:00,True,False,06:00,,,,False,22:00,False,,,,,06:00,average,,casual,,False,[],,False,,False
False,,,,,,,,,False,False,none,False,,,iAHNZo6GF4C3N-z8u2C_ww,False,,,False,"['Fast Food', 'Restaurants']",,,Arby's,,False,,,,,,2,False,,,,13,,AZ,True,,False,,True,"2220 W Deer Valley Rd
Phoenix, AZ 85027",,,False,,,False,,,False,False,,,True,Phoenix,,,3.0,,business,False,False,33.6842049,False,,-112.1072844,,,,,True,,,,,,False,,False,,,True,,,average,,casual,,True,[],,False,,False
False,,,11:00,,,,,11:00,False,False,none,False,,True,51iJ7zyvay9N_COWV0is_g,False,,11:00,False,"['Chinese', 'Restaurants']",False,11:00,Mister Wong,False,False,,,,,,1,False,False,,,40,,AZ,True,22:00,False,False,True,"10627 N 19th Ave
Phoenix, AZ 85029",21:30,,False,,,False,12:00,,False,True,21:30,no,True,Phoenix,True,,3.5,,business,False,False,33.5829417,True,,-112.0993303,21:30,,21:30,22:00,True,False,16:00,,,,True,21:00,True,,,,,11:00,quiet,,casual,,False,[],,False,,False
False,,,11:00,,,,False,11:00,False,False,beer_and_wine,False,,True,ubfD6-I73lP00v0fkx-keQ,False,False,11:00,False,"['Restaurants', 'Pizza', 'Italian']",True,11:00,Anzios Italian Restaurant,False,False,yes_free,,,,,2,False,False,,,149,,AZ,True,22:00,True,False,True,"12418 N 28th Dr
Phoenix, AZ 85029",21:00,,False,,,True,11:00,,False,False,21:00,no,True,Phoenix,True,,4.0,,business,True,False,33.5986481057,True,,-112.12037371,21:00,,21:00,22:00,True,False,11:00,,,,True,21:00,True,,,,,11:00,average,,casual,,True,[],,False,,False
False,,,11:00,,,,,11:00,False,False,none,False,,True,5bzUWGZO13J1PsYCK14sCg,False,,11:00,False,"['Food Delivery Services', 'Food', 'Caterers', 'Event Planning & Services', 'Italian', 'Restaurants']",False,11:00,Sardella's Pizza & Wings,False,False,,,,,,1,False,False,,,47,,AZ,True,23:00,False,False,True,"4212 W Cactus Rd
Phoenix, AZ 85029",22:00,,False,,,False,11:00,,False,True,22:00,no,True,Phoenix,,,4.0,,business,True,False,33.5981698,True,,-112.1507483,22:00,,22:00,23:00,True,False,11:00,,,,True,22:00,True,,,,,11:00,average,,casual,,True,[],,False,,False
,,,,,,,,,False,False,none,,,,_91nx0Tz61WQIX2fpS7wDQ,,,,False,"['Fast Food', 'Sandwiches', 'Restaurants']",,,Quiznos,,,,,,,,1,False,,,,4,,AZ,True,,False,,True,"4212 W Cactus Rd
Ste 1107
Phoenix, AZ 85029",,,False,,,False,,,,True,,,False,Phoenix,False,,3.0,,business,True,,33.5981698,False,,-112.1507483,,,,,True,,,,,,False,,,,,False,,,loud,,dressy,,True,[],,,,
False,,,,,,,,,False,False,none,False,,False,uptdn_hZsuJOCp5WCKJxjQ,False,,,False,"['Burgers', 'Restaurants']",False,,Jack-In-the Box,False,False,,,,,,1,False,False,,,6,,AZ,True,,False,False,True,"10621 N 43rd Ave
Phoenix, AZ 85029",,,False,,,False,,,False,False,,free,True,Phoenix,,,3.0,,business,False,False,33.5827219,False,,-112.150996,,,,,True,False,,,,,False,,False,,,True,,,average,,casual,,False,[],,False,,False
True,,,05:00,,,,,05:00,False,False,none,False,,True,vuTdngoxZdbJdbno8IK3Kw,False,,05:00,False,"['Mexican', 'Restaurants']",False,05:00,Rolando's Mexican Food,False,False,,,,,,1,True,False,,,41,,AZ,True,00:30,True,False,True,"10639 N 35th Ave
Phoenix, AZ 85029",00:30,,False,,,False,05:00,,False,False,00:30,no,True,Phoenix,True,,4.5,,business,False,False,33.5833363,False,,-112.1336865,00:30,,00:30,00:30,True,False,05:00,,,,True,00:30,False,,,,,05:00,average,,casual,,True,[],,False,,False
False,,,07:00,,,,,07:00,False,True,none,False,,False,HLQ2dpyfLcva120pCSLvfA,False,,07:00,False,"['Mexican', 'Restaurants']",False,07:00,Humberto's Mexican Food,True,False,,,,,,1,False,False,,,12,,AZ,True,02:00,False,False,True,"3550 W Cactus Rd
Phoenix, AZ 85029",23:00,,False,,,False,07:00,,False,False,23:00,no,False,Phoenix,True,,4.0,,business,False,False,33.5968607,False,,-112.1356308,23:00,,23:00,02:00,True,False,07:00,,,,True,23:00,False,,False,,,07:00,average,,casual,,False,[],,False,,False
True,,,,,,,,,False,False,none,False,,True,H03D-h5UwPXOv64W5Iqn_Q,False,,,True,"['Diners', 'Restaurants']",True,,Country Boys Restaurant #110,False,False,,,,,,1,True,False,,,35,,AZ,True,,False,False,True,"3508 W Cactus Rd
Phoenix, AZ 85029",,,False,,,False,,,False,False,,no,True,Phoenix,True,,3.0,,business,False,False,33.599047,False,,-112.134314,,,,,True,False,,,,,True,,False,,,,,,average,,casual,,True,[],,False,,False
False,,,,,,,,,False,False,none,False,,False,r67TiLEb5K1nnacFCEQ0jQ,False,,,False,"['Burgers', 'Restaurants']",False,,Burger King,False,False,,,,,,1,False,False,,,8,,AZ,True,,False,False,True,"13635 N 35th Ave
Phoenix, AZ 85029",,,False,,,False,,,False,False,,free,True,Phoenix,,,1.5,,business,False,False,33.609882,False,,-112.133437,,,,,True,False,,,,,True,,False,,,True,,,average,,casual,,True,[],,False,,False
True,,True,11:00,,,,,11:00,False,False,full_bar,False,,True,VF9wvcgVPDVa9LBDHPrXuw,False,,11:00,False,"['Pubs', 'Bars', 'American (Traditional)', 'Nightlife', 'Restaurants']",True,11:00,Stackers Restaurant,False,False,,,False,,False,1,False,False,False,False,44,,AZ,True,02:00,True,False,True,"2855 W Cactus Rd
Phoenix, AZ 85029",01:00,,False,False,,False,11:00,,False,False,01:00,no,True,Phoenix,True,,4.0,,business,False,False,33.5961902,False,False,-112.1206299,01:00,,01:00,02:00,False,False,10:00,,False,,True,01:00,False,,,,,11:00,average,outdoor,casual,,True,[],,False,True,False
False,,,11:00,,,,,11:00,False,False,full_bar,False,,True,apEkYsUz31lI3tcJoC4HbA,False,,11:00,False,"['Mexican', 'Restaurants']",True,11:00,Garcia's Mexican Restaurants,False,False,,,,,,2,False,False,,,65,,AZ,True,23:00,False,False,True,"3301 W Peoria Ave
Phoenix, AZ 85029",22:00,,False,,,True,11:00,,False,False,22:00,no,True,Phoenix,True,,3.0,,business,True,False,33.581387,True,,-112.13188,22:00,,22:00,23:00,True,False,11:00,,,,True,22:00,True,,,,,11:00,average,,casual,,True,[],,False,,False
False,,,,,,,,,False,False,full_bar,False,,True,9LWHrYjDQNjFSNH6VbSFrg,False,,,False,"['Chinese', 'Restaurants']",True,,Ming's Pagoda,False,False,,,,,,1,False,False,,,37,,AZ,True,,True,False,True,"12019 N 19th Ave
Phoenix, AZ 85029",,,False,,,True,,,False,True,,no,True,Phoenix,True,,3.0,,business,True,False,33.595369,True,,-112.099013,,,,,True,False,,,,,False,,True,,,,,,quiet,,casual,,True,[],,False,,False
True,,,,,,,,,False,False,none,False,,True,JmKgenzB37i3xcK0rJkDmQ,False,,,False,"['Buffets', 'Chinese', 'Restaurants']",True,,Great Wall Buffet,False,False,,,,,,1,False,False,,,22,,AZ,True,,False,False,True,"10605 N 43rd Ave
Phoenix, AZ 85029",,,False,,,False,,,False,False,,no,False,Phoenix,True,,2.5,,business,,False,33.5823628,False,,-112.1498845,,,,,True,False,,,,,True,,False,,,,,,loud,,casual,,True,[],,False,,False
False,,,,,,,,,False,False,none,False,,True,awJTMRbRbrLRZirPe2DXJA,False,,,False,"['Chicken Wings', 'Restaurants']",False,,Church's Chicken,False,False,,,,,,1,False,False,,,9,,AZ,True,,False,False,True,"12040 N 35th Ave
Phoenix, AZ 85029",,,False,,,False,,,False,False,,no,True,Phoenix,,,3.0,,business,False,False,33.59608,False,,-112.134447,,,,,True,False,,,,,False,,True,,,,,,average,,casual,,True,[],,False,,False
False,,,,,,,,,False,False,none,False,,True,EFxaUHb6UwOpsvIIdZk-Ng,False,,,False,"['Buffets', 'Chinese', 'Restaurants']",False,,China Harvest Buffet,False,False,,,,,,1,False,False,,,19,,AZ,True,,True,False,True,"12407 N 28th Dr
Phoenix, AZ 85029",,,False,,,False,,,False,False,,no,True,Phoenix,True,,2.5,,business,False,False,33.597456,False,,-112.1198577,,,,,True,False,,,,,True,,True,,,,,,average,,casual,,True,[],,False,,False
,,,,,,,,,,,,,,,fYSOdexjrBTiJRzKhZpBWA,,,,,"['Burgers', 'Fast Food', 'Restaurants']",,,McDonald's,,,,,,,,,,,,,3,,AZ,True,,,,True,"3455 W Peoria Avenue
Phoenix, AZ 85029",,,,,,False,,,,False,,,True,Phoenix,,,2.5,,business,,,33.58148,,,-112.133613,,,,,True,,,,,,,,,,,,,,,,,,True,[],,,,
False,,,,,,,,,False,False,none,False,,True,bU4ZRr07Y6DFayPK3kKFsw,False,,,False,"['Burgers', 'Fast Food', 'Restaurants']",False,,Wendy's,False,False,,,,,,1,True,False,,,10,,AZ,True,,True,False,True,"3025 W Peoria Ave
Phoenix, AZ 85029",,,False,,,False,,,False,False,,free,True,Phoenix,,,2.5,,business,False,False,33.5813723,True,,-112.1242145,,,,,True,False,,,,,False,,True,,,True,,,average,,casual,,True,[],,False,,False
False,,,10:30,,,,,10:30,False,False,none,False,,False,QTXksIu_qTiHBXYju0FjNg,False,,10:30,True,"['Japanese', 'Restaurants']",False,10:30,Samurai Sam's,False,False,,,,,,1,False,False,,,26,,AZ,True,21:00,False,False,True,"3039 West Peoria - #103
Phoenix, AZ 85029",21:00,,False,,,False,10:30,,False,False,21:00,no,True,Phoenix,,,4.0,,business,False,False,33.5815112,False,,-112.1251555,21:00,,21:00,21:00,True,False,10:30,,,,False,20:00,True,,,,,10:30,quiet,,casual,,True,[],,False,,False
False,,,10:00,,,,,10:00,False,False,none,False,,False,Mfa0aFvpjQ5llU3dq71i6Q,False,,10:00,False,"['Chicken Wings', 'Restaurants']",False,10:00,Church's Chicken,False,False,,,,,,1,False,False,,,10,,AZ,True,22:00,False,False,True,"1840 W Peoria Ave
Phoenix, AZ 85029",21:30,,False,,,False,10:00,,False,False,21:30,no,True,Phoenix,,,4.0,,business,False,False,33.582485,False,,-112.0992947,21:30,,21:30,22:00,True,False,10:00,,,,False,21:30,False,,,,,10:00,quiet,,casual,,False,[],,False,,False
,,,,,,,,,False,True,none,,,False,s0kRiHawc3BlFAU8I-GU9w,,,,False,"['Fast Food', 'Sandwiches', 'Restaurants']",False,,Subway,False,,,,,,,1,False,False,,,7,,AZ,True,,True,False,True,"2815 W Peoria Ave
Phoenix, AZ 85029",,,False,,,False,,,,False,,,True,Phoenix,,,3.5,,business,,,33.5813089,False,,-112.1231013,,,,,True,False,,,,,False,,,,,False,,,average,,casual,,True,[],,,,
False,,,10:00,,,,,10:00,False,False,none,False,,False,1B5vpxnZYXKil_k5d5MpEQ,False,,10:00,False,"['Fast Food', 'Mexican', 'Tex-Mex', 'Restaurants']",False,10:00,Taco Bell,False,False,,,,,,1,False,False,,,12,,AZ,True,03:00,False,False,True,"3507 W. Peoria Ave.
Phoenix, AZ 85029",01:00,,False,,,False,10:00,,False,False,01:00,free,True,Phoenix,True,,3.0,,business,,False,33.58216,False,,-112.134388,01:00,,01:00,03:00,True,False,10:00,,,,True,01:00,False,,,True,,10:00,average,,casual,,True,[],,False,,False
False,,,11:00,,,,,11:00,False,True,full_bar,False,,True,9xsmSRFD8riQF7UCBrD88g,False,,11:00,False,"['Mexican', 'Restaurants']",True,11:00,La Parrilla Suiza,False,False,,,,,,2,False,False,,,62,,AZ,True,23:00,False,False,True,"3508 W Peoria Ave
Phoenix, AZ 85029",22:00,,False,,,True,11:00,,False,False,22:00,free,True,Phoenix,True,,3.0,,business,True,False,33.582048,True,,-112.1347164,22:00,,22:00,23:00,True,False,11:00,,,,True,22:00,True,,,,,11:00,average,,casual,,True,[],,False,,False
True,,,10:30,,,,,10:30,False,True,none,False,,True,reMYkuDhLk4raAviOFtvOQ,False,,10:30,False,"['Burgers', 'American (Traditional)', 'Hot Dogs', 'Restaurants']",False,10:30,Lenny's Burger Shop,False,False,,,,,,1,False,False,,,86,,AZ,True,21:00,True,False,True,"13616 N 35th Ave
Ste 1
Phoenix, AZ 85029",21:00,,False,,,False,10:30,,False,False,21:00,no,True,Phoenix,True,,4.0,,business,False,False,33.6095285045,False,,-112.134235367,21:00,,21:00,21:00,True,False,11:00,,,,False,19:00,False,,,False,,10:30,average,,casual,,True,[],,False,,False
False,,,,,,,,,False,False,full_bar,False,,True,EqyNGesG22jNfNT5pmfYgw,False,,,False,"['Chinese', 'Restaurants']",True,,Shangri-La Chinese,False,False,,,,,,2,False,False,,,60,,AZ,True,,False,False,True,"2855 W Cactus Rd
Phoenix, AZ 85029",,,False,,,True,,,False,False,,no,True,Phoenix,True,,4.0,,business,True,False,33.5961902,True,,-112.1206299,,,,,True,False,,,,,False,,True,,,,,,quiet,,casual,,True,[],,False,,False
True,,,,,,,,,False,True,none,False,,True,NFoVdVCLmJ4InK4g6GYgKQ,False,,,False,"['Sandwiches', 'Restaurants']",False,,Captain Bill's Subs,False,False,,,,,,1,False,False,,,82,,AZ,True,,True,False,True,"10645 N 35th Ave
Phoenix, AZ 85029",,,False,,,False,,,False,False,,no,True,Phoenix,True,,4.0,,business,True,False,33.5837159,False,,-112.133562,,,,,True,False,,,,,False,,False,,,,,,average,,casual,,True,[],,False,,False
False,,,10:00,,,,,10:00,False,,beer_and_wine,False,,False,WBDFE5PtCeL6x2YQRskZnA,False,,10:00,False,"['Italian', 'Pizza', 'Chicken Wings', 'Restaurants']",False,10:00,Pizza Hut,False,False,,,,,,1,False,False,,,6,,AZ,True,01:00,False,False,True,"13624 N. 35th Avenue
Phoenix, AZ 85029",00:00,,False,,,False,10:00,,False,True,00:00,,True,Phoenix,False,,3.0,,business,False,False,33.6096458,False,,-112.1343297,00:00,,00:00,01:00,True,False,10:00,,,,,00:00,False,,,,,10:00,,,casual,,True,[],,False,,False
False,,,,,,,,,False,False,none,False,,False,bsDkiuoIA7_ecWTjG6ifwA,False,,,False,"['Burgers', 'Restaurants']",False,,Jack in the Box,False,False,,,,,,1,False,False,,,4,,AZ,True,,False,False,True,"4313 W Thomas Rd
Phoenix, AZ 85031",,,False,,,False,,,False,False,,no,True,Phoenix,,,2.0,,business,False,False,33.4801828,False,,-112.152642,,,,,True,False,,,,,False,,False,,,True,,,loud,,casual,,False,[],,False,,False
True,,,,,,,,,False,False,beer_and_wine,False,,True,LeTMz4hrsdHhiS-vNBj82A,False,,,False,"['Chinese', 'Restaurants']",True,,Little Dragon Chinese Restaurant,False,False,,,,,,2,False,False,,,39,,AZ,True,,True,False,True,"4327 W Thomas Rd
Phoenix, AZ 85031",,,False,,,False,,,False,False,,no,True,Phoenix,,,4.0,,business,True,False,33.48001,False,,-112.15312,,,,,True,False,,,,,True,,False,,,,,,quiet,,casual,,True,[],,False,,False
,,,,,,,,,False,False,full_bar,,,False,hZnyMKyQY_EaFQ2Sq73AMg,,,,False,"['Latin American', 'Restaurants']",True,,La Pupusa Loca,False,,,,,,,1,False,False,,,6,,AZ,True,,False,False,True,"4316 W Thomas Rd
Phoenix, AZ 85031",,,False,,,,,,,False,,,True,Phoenix,,,3.5,,business,False,,33.4804804,False,,-112.1529177,,,,,False,False,,,,,True,,,,,,,,very_loud,,casual,,True,[],,,,
False,,,,,,,,,False,False,none,False,,False,ojCJLdq4pLIvumBdEtxN_Q,False,,,False,['Restaurants'],False,,La Salsita,False,False,,,,,,1,False,False,,,12,,AZ,True,,False,False,True,"3827 N 43rd Avenue
Phoenix, AZ 85031",,,False,,,False,,,False,False,,no,True,Phoenix,,,3.0,,business,False,False,33.4923361,False,,-112.1513343,,,,,True,False,,,,,True,,False,,,,,,very_loud,,casual,,True,[],,False,,False
False,,,,,,,,,False,False,none,False,,True,nE-qMmKkYEuT0onFTLDFtg,False,,,False,"['Buffets', 'Chinese', 'Restaurants']",True,,May Garden Restaurant,False,False,,,,,,1,False,False,,,33,,AZ,True,,False,False,True,"5814 W Indian School Rd
Phoenix, AZ 85031",,,False,,,False,,,False,False,,no,True,Phoenix,True,,4.0,,business,False,False,33.495442,True,,-112.1852118,,,,,True,False,,,,,False,,True,,,,,,average,,casual,,True,[],,False,,False
True,,,,,,,,,False,True,none,False,,False,RcufSDfRpeaxLm875axrDQ,False,,,False,"['Chinese', 'Restaurants']",False,,Golden Nugget Chinese Buffet,False,False,,,,,,1,False,False,,,7,,AZ,False,,True,False,True,"4955 W Indian School Rd
Phoenix, AZ 85031",,,False,,,False,,,False,False,,no,True,Phoenix,,,3.0,,business,False,False,33.4946022,False,,-112.1668845,,,,,True,False,,,,,False,,False,,,,,,average,,casual,,False,[],,False,,False
False,,,,,,,,,False,False,none,False,,False,JLAv7wuaVp9VSo2n_kHOlQ,False,,,False,"['Japanese', 'Restaurants']",False,,Tokyo Express,False,False,,,,,,1,False,False,,,15,,AZ,True,,False,False,True,"4105 N 51st Ave
Phoenix, AZ 85031",,,False,,,False,,,False,False,,no,True,Phoenix,,,3.5,,business,False,False,33.4964589,False,,-112.1672899,,,,,True,False,,,,,False,,False,,,,,,quiet,,casual,,True,[],,False,,False
